(122, 707)
(-593, -90)
(-320, 883)
(39, -762)
(-445, 673)
(-414, -418)
(342, 973)
(571, 94)
(127, 354)
(143, -959)
(336, 212)
(-654, -989)
(-562, -949)
(483, -987)
(-845, -408)
(150, 783)
(778, -910)
(463, 144)
(-155, -314)
(652, 640)
(633, -57)
(-139, -803)
(-30, 69)
(611, -411)
(296, 736)
(30, -728)
(-253, 382)
(458, -432)
(557, -517)
(-229, 403)
(-723, -724)
(-224, 409)
(-813, -767)
(798, -705)
(-260, 697)
(-826, -770)
(-967, -22)
(652, 459)
(-328, 328)
(672, 829)
(-424, -106)
(698, 183)
(-667, -32)
(361, -256)
(-815, -342)
(-18, -439)
(432, 453)
(345, -22)
(837, 802)
(-25, -984)
(-937, 410)
(-972, 103)
(-716, -282)
(-102, 271)
(31, 131)
(-164, 482)
(-526, 862)
(520, -502)
(917, -740)
(-579, -502)
(893, 403)
(144, 206)
(214, 638)
(-44, -975)
(-985, -285)
(732, 604)
(666, 727)
(274, -341)
(-307, 597)
(-244, 9)
(-20, 185)
(-812, 597)
(275, 469)
(-719, 296)
(604, 244)
(-468, 175)
(-907, -328)
(811, 20)
(-12, 71)
(-479, 267)
(902, -28)
(-912, -683)
(496, -11)
(650, 849)
(973, -308)
(-854, -243)
(-689, -800)
(868, 407)
(-980, -957)
(-684, -411)
(701, 351)
(-756, -632)
(481, 186)
(613, 348)
(875, -391)
(-708, -568)
(-228, -165)
(187, -416)
(138, -120)
(-692, 701)
(-409, -543)
(362, -431)
(-733, -978)
(-704, 334)
(146, 933)
(-783, 784)
(-315, 346)
(-399, 274)
(73, -828)
(164, -125)
(-612, -291)
(664, -203)
(236, 387)
(554, 658)
(539, 698)
(81, 831)
(748, 848)
(879, -86)
(993, -730)
(357, -110)
(559, -847)
(-677, 795)
(822, 995)
(-658, 713)
(388, -196)
(65, -626)
(907, -139)
(-369, -74)
(192, -994)
(-55, 529)
(455, 146)
(-571, -80)
(-364, 547)
(313, 511)
(887, 65)
(140, -44)
(-10, 462)
(-325, 792)
(961, -561)
(-560, 848)
(944, -933)
(528, 399)
(-165, 925)
(-319, -711)
(-354, -233)
(-780, -437)
(-36, -299)
(412, -641)
(205, 863)
(266, -37)
(622, -775)
(724, 888)
(625, -133)
(-191, -918)
(-251, -325)
(-730, -995)
(979, -64)
(-386, -275)
(-755, 702)
(-286, 865)
(691, -385)
(-778, -630)
(-982, -157)
(-635, 770)
(346, -502)
(779, 492)
(120, -728)
(947, 410)
(225, -830)
(561, 852)
(-480, -745)
(-552, 342)
(492, -487)
(116, -46)
(-982, -671)
(-648, -45)
(370, -215)
(926, 895)
(561, 788)
(-562, 410)
(468, -9)
(904, 779)
(-835, -935)
(-591, -967)
(606, 745)
(631, -931)
(-118, 389)
(-622, -787)
(-528, 870)
(-154, 955)
(622, -691)
(6, -665)
(-17, -139)
(-552, 394)
(-725, -848)
(621, -813)
(-823, -624)
(511, 63)
(-784, -740)
(576, 581)
(656, 74)
(642, 890)
(741, 495)
(522, 312)
(-342, 451)
(-403, 530)
(-338, 576)
(327, -152)
(-594, 103)
(-921, -174)
(834, -716)
(-161, -965)
(-259, -307)
(545, -542)
(-808, -387)
(331, 19)
(-138, 264)
(-534, 135)
(-113, 428)
(-897, -968)
(-167, -92)
(-218, -640)
(-495, 602)
(-509, -59)
(362, -531)
(240, -830)
(-264, -792)
(783, 301)
(-868, -26)
(-733, -787)
(134, -875)
(-926, -294)
(568, -842)
(846, 166)
(226, -100)
(154, 120)
(851, -251)
(966, -847)
(625, 665)
(-371, -601)
(-68, 483)
(255, -873)
(875, -686)
(559, -446)
(919, 465)
(-252, -994)
(-567, 374)
(529, -563)
(-399, -26)
(-728, 893)
(950, -390)
(-786, -838)
(82, 337)
(-368, 285)
(417, -165)
(214, 230)
(588, -806)
(876, -664)
(611, 880)
(889, -674)
(-784, 704)
(-274, 271)
(-458, -7)
(478, -771)
(296, -509)
(255, 866)
(-34, 541)
(485, -994)
(-763, -787)
(-747, -533)
(-264, -480)
(906, -525)
(620, -66)
(171, 111)
(-790, -143)
(50, -870)
(639, 442)
(306, -627)
(-552, 602)
(-471, 22)
(-178, -413)
(500, 791)
(177, 936)
(897, 219)
(-206, 292)
(-624, -167)
(962, -360)
(-766, -448)
(-336, -506)
(651, -237)
(-284, -801)
(335, 427)
(-196, -732)
(-455, -290)
(-484, -472)
(313, -56)
(-671, 416)
(-975, 493)
(11, 965)
(-38, 859)
(719, -211)
(-627, -771)
(875, -969)
(499, 287)
(258, -905)
(589, -823)
(-83, 840)
(611, 122)
(-262, 835)
(493, 420)
(909, -168)
(949, -262)
(-607, 994)
(734, -658)
(-848, 696)
(713, 67)
(-894, 712)
(362, -780)
(-858, -857)
(-31, 231)
(641, 541)
(-616, 517)
(246, 38)
(252, -794)
(-94, 212)
(376, 944)
(178, -833)
(-457, 918)
(-580, -124)
(-240, -336)
(-828, 767)
(-430, -278)
(295, 163)
(110, -174)
(-557, 26)
(8, 165)
(-858, 799)
(-82, -955)
(-359, 681)
(-296, -737)
(-959, -729)
(-131, -973)
(-970, 456)
(346, 676)
(596, -39)
(-618, -271)
(-785, 241)
(-978, 794)
(-422, 162)
(731, -599)
(-405, 282)
(-48, -814)
(-616, 569)
(-857, -116)
(307, 41)
(-40, -824)
(-920, 133)
(-715, -525)
(479, -356)
(305, 145)
(971, 543)
(686, 450)
(272, -527)
(-203, 37)
(352, -951)
(139, -14)
(-743, 370)
(-363, -984)
(-81, -91)
(173, -68)
(324, -480)
(-300, 173)
(-923, -35)
(-397, 602)
(-587, -205)
(365, 532)
(422, -456)
(225, -65)
(648, 949)
(55, -633)
(357, 443)
(538, 234)
(-286, -825)
(106, -403)
(455, -842)
(-83, 187)
(784, 467)
(-19, 445)
(-471, -990)
(181, 361)
(-464, 892)
(122, -72)
(-359, -382)
(-651, -594)
(-593, 933)
(378, -293)
(-264, 432)
(-464, 424)
(492, 970)
(-116, 167)
(-816, -736)
(-634, -753)
(-45, -323)
(-708, -724)
(-749, 693)
(825, 381)
(-742, -467)
(-336, 197)
(-156, -772)
(-632, 18)
(284, 778)
(156, 785)
(859, 486)
(210, -14)
(914, 606)
(835, -482)
(-182, 563)
(955, -998)
(128, -463)
(-437, 654)
(-118, 595)
(194, 114)
(919, -910)
(113, -882)
(69, 528)
(-669, 364)
(-65, -752)
(-329, 836)
(-322, 436)
(-869, 695)
(-887, 469)
(930, -666)
(58, -907)
(290, 25)
(-338, -761)
(92, -795)
(81, -289)
(49, 591)
(-132, -848)
(602, 935)
(-215, 906)
(-653, -437)
(802, 603)
(-78, 47)
(-99, -667)
(498, -722)
(421, -287)
(-914, -398)
(-247, -499)
(-914, 747)
(353, 179)
(-939, -179)
(-942, -26)
(-478, 337)
(778, 913)
(92, 970)
(918, -915)
(295, 843)
(-123, 814)
(703, -878)
(668, 88)
(-295, 608)
(64, 734)
(-961, -498)
(-888, -806)
(-374, 911)
(169, 841)
(-184, -242)
(-446, 159)
(-299, -449)
(421, -946)
(-212, -117)
(428, 983)
(386, 389)
(328, -346)
(-655, 497)
(-165, -115)
(603, -804)
(-59, -303)
(-318, -147)
(-622, -792)
(-622, 513)
(321, 154)
(-382, 748)
(-543, -186)
(-624, 135)
(166, -771)
(-595, 884)
(679, -771)
(-647, 214)
(820, 114)
(-839, 362)
(945, -5)
(835, -926)
(914, -675)
(300, -198)
(738, -544)
(48, 61)
(-872, 782)
(-134, 127)
(189, -6)
(-849, 550)
(-644, -685)
(-163, 275)
(777, -873)
(-333, 565)
(261, 27)
(145, 668)
(884, -319)
(147, -188)
(405, 842)
(-5, 460)
(-500, 601)
(164, 856)
(-766, 344)
(-955, 337)
(621, -508)
(-381, 630)
(812, 84)
(776, 998)
(-866, -285)
(-359, 126)
(439, 362)
(-983, -912)
(-506, 539)
(-306, -507)
(194, 731)
(-991, -659)
(734, 421)
(-484, -129)
(546, -391)
(322, 195)
(-11, -748)
(46, 870)
(-31, -476)
(444, 740)
(-155, -913)
(-645, -368)
(673, 412)
(-631, -453)
(514, 726)
(153, 101)
(-273, 386)
(-330, 345)
(-536, 404)
(555, 537)
(429, -146)
(-656, 370)
(-870, 941)
(706, 681)
(423, 543)
(13, -677)
(-311, 461)
(180, 818)
(15, 524)
(-188, -548)
(-558, 201)
(-522, 448)
(650, -74)
(-922, 543)
(90, 613)
(-804, 968)
(302, 364)
(-199, 500)
(-652, 713)
(-248, 987)
(73, 218)
(871, -941)
(329, -860)
(648, -290)
(-517, -893)
(-249, -430)
(176, -113)
(-921, 175)
(-440, 771)
(531, 475)
(-685, 335)
(270, -211)
(600, 511)
(42, -852)
(-709, -851)
(36, -723)
(-782, 510)
(-460, -237)
(418, 506)
(628, -496)
(-70, 362)
(-587, -313)
(314, 921)
(-197, -520)
(-518, -446)
(499, 55)
(70, -856)
(185, 478)
(-740, 692)
(-407, 157)
(47, -869)
(-247, 95)
(979, -926)
(-636, -420)
(846, -978)
(-137, -349)
(129, -869)
(-905, -430)
(-592, -615)
(176, 646)
(660, -865)
(-556, -808)
(439, 658)
(712, 677)
(-382, 720)
(642, -725)
(-28, 386)
(-365, 462)
(31, 528)
(720, -529)
(-976, -659)
(-449, -133)
(915, -83)
(-624, -811)
(875, 741)
(247, 405)
(-522, -683)
(729, -572)
(179, 8)
(917, 956)
(498, -242)
(395, -104)
(-960, 637)
(140, 345)
(244, 575)
(369, 141)
(-390, 310)
(863, -904)
(307, -310)
(-107, -810)
(306, -370)
(149, 156)
(478, -706)
(899, 873)
(-265, -97)
(766, 125)
(577, -933)
(-512, -983)
(-12, -447)
(-43, 671)
(-86, 526)
(-81, -845)
(197, 350)
(586, -856)
(14, 305)
(679, -729)
(-453, 278)
(278, 781)
(-793, -307)
(19, 841)
(-680, -294)
(-877, -657)
(-618, 715)
(15, 422)
(-685, 475)
(-564, -659)
(850, 1000)
(-679, -807)
(933, 784)
(-8, -199)
(401, 216)
(-653, 696)
(587, -359)
(511, 558)
(-212, 605)
(89, -226)
(-990, 786)
(-39, 214)
(721, -908)
(826, 733)
(-322, -298)
(610, 393)
(-46, -588)
(-982, -66)
(-983, -868)
(182, -131)
(507, 386)
(772, -17)
(-17, -366)
(509, 479)
(991, -914)
(952, -716)
(-847, -931)
(-496, -588)
(707, 355)
(-388, 704)
(449, 139)
(-535, 784)
(-263, -134)
(-818, -61)
(-79, 488)
(149, -254)
(46, -111)
(-429, -365)
(398, 386)
(-439, 741)
(550, 954)
(-721, -12)
(645, -666)
(675, 806)
(425, -883)
(28, 3)
(537, 735)
(545, 339)
(910, -268)
(-94, 306)
(-106, 558)
(266, -68)
(589, 295)
(387, 848)
(394, 991)
(407, -425)
(-176, 352)
(-365, 690)
(-818, -925)
(-727, 83)
(264, -579)
(47, 537)
(-968, 727)
(585, -784)
(-872, -557)
(-33, -766)
(52, 53)
(877, -615)
(965, -373)
(539, -424)
(943, -919)
(303, 771)
(529, 70)
(775, -891)
(-382, 713)
(-752, -237)
(188, -91)
(-511, 710)
(352, 980)
(385, -821)
(111, -60)
(53, -713)
(-90, -164)
(-646, -547)
(-5, -223)
(286, -555)
(414, -491)
(-436, 884)
(779, 215)
(-787, 132)
(52, 674)
(-586, -715)
(279, -158)
(219, -195)
(-37, 738)
(-400, 652)
(157, 747)
(-29, -223)
(-378, -793)
(429, 145)
(887, 730)
(-75, 880)
(848, -77)
(59, 744)
(31, 22)
(-208, 289)
(-129, -683)
(-155, 411)
(590, -786)
(610, 571)
(-966, -26)
(336, 142)
(-79, 213)
(-966, -616)
(-557, 300)
(-829, 762)
(865, 345)
(-455, -919)
(-322, 335)
(157, -787)
(262, -277)
(952, 383)
(170, 761)
(320, -185)
(-456, -896)
(-690, 379)
(784, 496)
(603, -825)
(569, 411)
(885, 127)
(-868, -754)
(55, 696)
(69, -901)
(-882, 839)
(-121, 821)
(-547, -160)
(-921, -976)
(-592, 220)
(353, 62)
(-598, 689)
(743, 653)
(106, 999)
(186, -634)
(769, -121)
(-474, 266)
(375, 541)
(298, -159)
(427, 502)
(899, 394)
(-849, 687)
(286, -618)
(965, 405)
(291, 184)
(745, 954)
(-522, 257)
(-793, -483)
(-258, -227)
(-72, 794)
(-598, -734)
(671, 852)
(-572, -22)
(323, -266)
(-514, -354)
(-123, 881)
(-899, 10)
(812, 488)
(550, -146)
(248, 168)
(874, -236)
(-121, -581)
(-911, -548)
(-472, -725)
(-58, 192)
(-773, 186)
(269, 548)
(766, -460)
(-33, 568)
(168, -903)
(-267, -120)
(-515, 532)
(-771, -600)
(127, 275)
(-646, 639)
(784, -950)
(467, -272)
(317, -931)
(-571, -902)
(69, -257)
(55, -776)
(-101, -74)
(536, -860)
(-256, 827)
(660, 194)
(9, 969)
(-526, 372)
(93, 279)
(415, 582)
(-91, -469)
(182, -438)
(531, 999)
(836, -797)
(499, 845)
(-316, -903)
(-543, 61)
(-229, 25)
(-545, -654)
(-106, -707)
(-992, -132)
(-29, 567)
(-206, 878)
(-882, -866)
(162, -578)
(-690, -315)
(-19, 465)
(-952, 771)
(-532, 702)
(298, 629)
(-466, 216)
(665, -471)
(-67, -908)
(-952, 578)
(-766, 171)
(713, -529)
(-105, 796)
(-773, 313)
(-752, -686)
(631, 666)
(-190, 473)
(821, 508)
(230, -914)
(470, 768)
(767, 977)
(-592, -135)
(82, -964)
(378, 650)
(-298, 184)
(465, -211)
(903, -400)
(984, 849)
(681, 470)
(-218, -715)
(-489, -752)
(412, -688)
(711, 756)
(-958, -753)
(-105, -101)
(-834, 978)
(914, 851)
(602, -778)
(-376, -433)
(813, -146)
(661, -124)
(-228, -765)
(699, 918)
(-527, 421)
(106, 194)
(-327, -302)
(-71, 732)
(527, -663)
(793, -737)
(868, 914)
(75, 574)
(-476, -179)
(754, 842)
(1000, -604)
(723, -474)
(67, -43)
(361, -93)
(878, 321)
(231, -541)
(-508, 161)
(39, -744)
(-989, 938)
(-868, -117)
(-963, 115)
(-947, 468)
(-266, -708)
(437, -897)
(383, 826)
(-527, 124)
(643, -435)
(-597, 142)
(-895, 399)
(431, 932)
(182, 828)
(297, -295)
(710, -925)
(-791, -537)
(457, -257)
(392, -587)
(117, 573)
(-631, 49)
(-167, -320)
(27, 713)
(830, 32)
(-528, -135)
(575, 535)
(-69, 228)
(633, -678)
(-351, -214)
(101, 324)
(861, 379)
(464, 207)
(972, 911)
(786, 649)
(-624, 275)
(-836, 910)
(-338, -442)
(-238, -205)
(-410, 253)
(409, 35)
(-148, 582)
(900, 959)
(-538, 292)
(-190, 791)
(-75, 188)
(-410, -169)
(332, -109)
(242, -435)
(-701, -917)
(-69, 407)
(-191, 127)
(-364, -684)
(-457, -859)
(84, 501)
(-311, 557)
(-101, 762)
(-220, 308)
(-970, -406)
(-516, -10)
(849, -310)
(-604, 423)
(713, 401)
(-157, -142)
(-842, 939)
(-33, -506)
(-28, 613)
(128, -678)
(-499, 728)
(-143, 889)
(-739, 140)
(617, -811)
(-921, 334)
(840, 315)
(-445, -470)
(242, -474)
(17, -340)
(-5, 966)
(852, -39)
(398, 767)
(-301, -461)
(214, 539)
(490, -463)
(596, -961)
(655, -925)
(-893, -67)
(400, -30)
(-723, -478)
(989, 130)
(259, 746)
(-934, 998)
(945, -900)
(545, 902)
(-614, -934)
(-525, 547)
(482, 616)
(-115, 147)
(189, -886)
(413, 292)
(-403, 3)
(555, -312)
(-327, -18)
(249, -923)
(671, 208)
(-792, -888)
(-768, 92)
(981, -604)
(84, 579)
(-431, -410)
(-31, 175)
(-513, 738)
(-189, -69)
(978, -333)
(44, -58)
(597, -70)
(205, -707)
(-413, 656)
(-724, 545)
(677, -12)
(-751, -520)
(510, 739)
(-459, 320)
(36, 502)
(-259, -614)
(794, 262)
(213, -322)
(-462, -98)
(-313, -284)
(-423, -926)
(797, -618)
(-110, 807)
(581, -187)
(-121, 759)
(-126, 136)
(163, -623)
(-823, -685)
(-466, -81)
(45, 774)
(393, 486)
(-23, -472)
(534, -361)
(-368, -373)
(920, 964)
(-908, -125)
(723, 358)
(-351, 268)
(219, 508)
(-800, 938)
(-671, -796)
(-623, -382)
(-394, 597)
(-860, -401)
(-76, -880)
(-36, -439)
(485, -545)
(-63, -309)
(-258, -233)
(122, -858)
(-947, -455)
(-780, 112)
(767, -682)
(851, 11)
(92, 460)
(441, 108)
(-452, 598)
(553, 877)
(125, -550)
(-225, -704)
(-966, -555)
(357, 950)
(-454, -424)
(444, -690)
(682, -629)
(-227, 596)
(-54, 710)
(-460, 689)
(-495, -881)
(-615, -743)
(-262, 637)
(-109, -825)
(678, 12)
(-306, -872)
(-941, 564)
(-914, -601)
(126, -139)
(293, -77)
(991, 418)
(-636, -606)
(694, -189)
(-516, -957)
(544, -943)
(-17, -257)
(738, -140)
(430, 865)
(785, 272)
(-114, 253)
(301, 168)
(722, -466)
(-169, 118)
(178, -946)
(-110, 849)
(833, 930)
(-258, 807)
(211, -843)
(-438, -503)
(-684, -236)
(454, 778)
(-985, -840)
(224, -459)
(80, -939)
(-293, -138)
(341, -444)
(-531, -231)
(-138, 444)
(223, 345)
(-245, 294)
(-98, 448)
(-4, 622)
(408, -68)
(712, 145)
(-216, 793)
(982, 382)
(100, -449)
(-780, 839)
(-149, 707)
(-447, -485)
(-38, 922)
(741, 273)
(742, 784)
(-642, 111)
(834, 789)
(-128, 523)
(187, -5)
(455, 26)
(-163, -936)
(-825, 618)
(766, 791)
(-915, 38)
(204, 753)
(-78, -521)
(-244, 923)
(552, 382)
(-6, 789)
(-43, 943)
(-655, 113)
(-304, 245)
(409, -763)
(-102, 433)
(543, 240)
(-747, -735)
(670, -739)
(781, -269)
(-282, 77)
(37, -389)
(-324, -956)
(-725, -768)
(219, -185)
(-266, -341)
(-780, 583)
(420, -553)
(268, -797)
(-69, -885)
(524, 920)
(574, 497)
(-199, 772)
(334, 494)
(747, -435)
(154, 737)
(-336, 4)
(518, -666)
(320, 613)
(343, -446)
(-715, 575)
(-496, -301)
(-915, -99)
(-814, -684)
(-372, 213)
(-293, 235)
(-548, 476)
(864, -190)
(-499, 823)
(-951, 991)
(-463, -689)
(-162, 687)
(603, 366)
(-60, -234)
(-401, 971)
(478, 108)
(-713, -867)
(889, -929)
(781, 602)
(425, -308)
(-303, -169)
(-417, 481)
(-504, 333)
(-119, -480)
(436, 796)
(3, -91)
(-122, -961)
(26, -290)
(-352, -225)
(-735, -344)
(-764, -635)
(51, 132)
(226, -54)
(-677, 803)
(-660, 547)
(-802, 103)
(462, 270)
(-834, 786)
(-607, -597)
(-261, -230)
(344, 844)
(645, -642)
(516, -70)
(-99, 312)
(782, 412)
(-982, -978)
(285, -717)
(-710, -173)
(669, -724)
(898, -120)
(870, 434)
(69, -675)
(-31, -569)
(619, 545)
(-637, -589)
(282, 191)
(552, 405)
(511, 283)
(-545, 673)
(950, -547)
(279, -835)
(-600, 692)
(-478, 915)
(335, 217)
(-637, -143)
(874, 680)
(789, 594)
(754, -758)
(817, 91)
(767, 47)
(303, -578)
(-655, -747)
(-263, -271)
(-663, -885)
(571, 514)
(953, 927)
(-404, -145)
(-497, 280)
(124, -101)
(431, -842)
(-856, -773)
(996, 707)
(-511, 925)
(935, 287)
(986, -260)
(772, 136)
(-888, -86)
(-967, 469)
(697, -971)
(883, -135)
(-837, 977)
(143, 871)
(-925, 454)
(-92, 579)
(597, -415)
(13, -946)
(-475, -410)
(67, -389)
(-705, -733)
(125, -196)
(428, -594)
(-118, 699)
(89, 244)
(-230, -724)
(158, -16)
(-71, 711)
(-904, 190)
(615, -987)
(730, -302)
(-119, 468)
(-492, -610)
(776, 619)
(531, 112)
(224, -781)
(-324, 304)
(-693, -346)
(-407, 195)
(-457, -419)
(-110, 277)
(-775, 415)
(-135, 387)
(-463, -847)
(839, 927)
(673, -69)
(569, -488)
(826, 829)
(-767, -870)
(534, -995)
(-126, 878)
(963, -945)
(237, 708)
(169, 497)
(-290, -666)
(-410, 438)
(971, -343)
(-810, -243)
(823, 314)
(-587, 190)
(-113, 208)
(-473, 503)
(40, -778)
(-981, -461)
(-329, -654)
(-958, 349)
(-150, -761)
(-327, 689)
(423, -522)
(816, -693)
(-207, 94)
(-100, 129)
(220, -601)
(-607, 862)
(-244, -350)
(21, -187)
(-630, -350)
(-703, 863)
(969, 898)
(165, 202)
(-110, 655)
(887, 888)
(929, -533)
(892, -948)
(737, 765)
(-562, -317)
(32, 243)
(931, 422)
(35, -217)
(-141, -181)
(812, 298)
(-597, -754)
(368, -452)
(754, 657)
(614, 59)
(-933, 344)
(-788, -506)
(875, 928)
(-176, -449)
(-653, 209)
(-362, -689)
(-90, 526)
(386, 15)
(-960, 823)
(554, 682)
(647, 529)
(572, -198)
(-746, -309)
(-253, 746)
(336, 150)
(-907, 986)
(744, -448)
(-94, -452)
(-284, 220)
(-623, 588)
(970, 441)
(-473, -280)
(-905, 140)
(-269, 822)
(257, -678)
(-897, 141)
(909, -556)
(-601, -615)
(633, -199)
(-568, 30)
(-494, -85)
(540, -652)
(332, 791)
(-259, -390)
(352, -365)
(-159, 679)
(-757, 82)
(-930, -517)
(-900, 356)
(-111, -254)
(1000, 146)
(-330, 898)
(342, -36)
(666, -398)
(988, 384)
(953, 918)
(385, 899)
(656, 389)
(548, 781)
(-961, 672)
(-51, 974)
(-153, 155)
(965, 812)
(-445, 968)
(-280, 984)
(-667, 816)
(338, 272)
(-999, 821)
(-40, -58)
(-334, -732)
(585, 739)
(-423, 201)
(325, -624)
(371, -93)
(649, -538)
(846, -913)
(254, -391)
(-540, 731)
(746, 339)
(45, 74)
(-288, -460)
(-612, 95)
(413, -893)
(-268, 736)
(-694, -992)
(562, -371)
(946, -426)
(836, 593)
(586, -295)
(583, 770)
(-428, 698)
(836, -765)
(823, -502)
(-492, -784)
(392, 479)
(-351, 8)
(443, -156)
(125, 111)
(-199, -294)
(-535, -853)
(-900, 401)
(-931, -264)
(49, 159)
(-736, 457)
(809, 298)
(694, -968)
(208, -858)
(-272, 349)
(752, -186)
(279, 244)
(65, 881)
(-206, 8)
(-591, 921)
(-902, -290)
(870, -821)
(-921, 756)
(-177, 434)
(373, -988)
(668, 739)
(-277, -309)
(-298, -314)
(371, 890)
(999, -456)
(121, -37)
(335, -164)
(-797, -213)
(781, 445)
(-896, 363)
(998, -518)
(-838, -445)
(726, -316)
(-967, 335)
(-862, 195)
(-120, -10)
(700, -614)
(250, 649)
(-991, 972)
(996, -847)
(594, -800)
(600, 97)
(-540, -59)
(351, 585)
(-788, 826)
(333, -736)
(409, -288)
(-615, -378)
(-222, -870)
(-329, 330)
(-476, 230)
(583, -923)
(-448, 857)
(685, 530)
(-759, -708)
(-879, -596)
(939, -310)
(-414, -471)
(712, 967)
(-89, 193)
(-802, -449)
(-788, -440)
(-669, 141)
(-528, -398)
(290, 112)
(-846, -810)
(-159, 760)
(-291, 849)
(-595, -785)
(329, 360)
(803, -755)
(8, 550)
(354, -599)
(-608, -802)
(367, 385)
(848, -445)
(745, -328)
(-643, 464)
(-416, 725)
(948, 100)
(349, -141)
(145, 311)
(-402, -354)
(-479, -335)
(153, 865)
(-243, -648)
(75, -157)
(-641, 702)
(-924, -573)
(826, -828)
(-464, -421)
(-592, 238)
(745, 552)
(-641, 846)
(-359, -688)
(204, 372)
(-440, -753)
(-114, -934)
(-835, 161)
(-728, -466)
(201, -571)
(-927, -260)
(-388, 600)
(-746, -685)
(-377, -212)
(433, 43)
(-889, -144)
(790, 171)
(334, 85)
(-445, -353)
(-241, -34)
(246, 744)
(-702, 142)
(-168, 267)
(267, 463)
(380, 603)
(271, -64)
(-99, 713)
(-999, -847)
(927, -365)
(913, -42)
(158, -302)
(341, -270)
(277, 891)
(311, 871)
(10, 993)
(448, -944)
(-690, -561)
(462, 258)
(990, 445)
(81, -459)
(788, 41)
(-683, 343)
(21, 796)
(-85, -773)
(-28, 845)
(-940, -284)
(-996, -145)
(-31, 297)
(947, -754)
(-640, -874)
(110, 4)
(492, 449)
(-254, -515)
(793, -965)
(-332, -845)
(889, -877)
(-519, -734)
(699, -293)
(427, 785)
(-558, 896)
(19, -277)
(359, 207)
(206, -428)
(973, -727)
(57, -631)
(649, -607)
(-291, 61)
(997, -810)
(468, 839)
(692, 927)
(182, 307)
(-492, 223)
(583, -760)
(244, 274)
(-878, 730)
(895, 0)
(505, 838)
(55, -603)
(249, -396)
(589, -717)
(616, 143)
(340, 767)
(-672, -387)
(-800, -330)
(-875, 602)
(-157, -329)
(-853, 599)
(231, 188)
(-268, -999)
(-287, 443)
(8, -351)
(474, -134)
(-429, 980)
(-302, 905)
(-435, -270)
(368, 97)
(511, 932)
(536, 72)
(916, 486)
(191, 151)
(-355, -811)
(-413, 323)
(-856, -773)
(443, -547)
(939, 851)
(-465, 709)
(-345, -915)
(-216, 256)
(-573, 241)
(-967, -490)
(-429, 644)
(913, 567)
(895, 48)
(808, 189)
(-934, -23)
(257, -651)
(872, -154)
(-661, -758)
(704, -359)
(306, -126)
(599, -543)
(-743, -820)
(706, 730)
(-387, -177)
(-160, -809)
(619, -119)
(343, -629)
(9, -642)
(-398, 911)
(982, -341)
(-699, 472)
(327, -277)
(680, 807)
(622, -153)
(62, -81)
(-371, 462)
(128, -459)
(864, 825)
(-983, -115)
(-841, 166)
(302, -636)
(-194, -321)
(-21, 56)
(-537, 106)
(-104, -222)
(-538, -969)
(-462, -7)
(240, 221)
(-654, -975)
(559, -680)
(-322, -876)
(-139, -391)
(-697, -20)
(-50, 222)
(767, -280)
(-449, -74)
(51, -449)
(-215, -25)
(937, -110)
(623, -730)
(-614, 850)
(-8, 459)
(-550, 923)
(374, -697)
(313, 517)
(-860, 547)
(-249, -447)
(-719, 495)
(-399, -485)
(226, -614)
(744, 101)
(322, 274)
(250, 941)
(340, 138)
(-579, -809)
(-8, -979)
(-267, -727)
(448, 679)
(480, -403)
(967, 650)
(194, -112)
(-149, 409)
(588, 470)
(513, 334)
(367, -858)
(-491, 507)
(-712, -367)
(940, -15)
(26, 917)
(-965, -250)
(705, 778)
(-466, -975)
(699, 605)
(135, 700)
(-267, 474)
(40, -996)
(765, 883)
(260, 80)
(227, 103)
(262, -125)
(-502, -696)
(438, -348)
(-4, -308)
(-685, 376)
(-995, -712)
(81, -624)
(48, -532)
(-677, -923)
(427, -417)
(860, -418)
(664, -549)
(-524, -928)
(602, -383)
(244, -4)
(-567, 710)
(927, 666)
(165, 886)
(-774, -228)
(-701, -38)
(-4, 94)
(448, 629)
(381, -60)
(-875, -935)
(982, -852)
(125, -248)
(324, -618)
(190, 987)
(91, 782)
(72, -262)
(-884, -637)
(482, 134)
(-655, -308)
(143, 605)
(-584, -201)
(856, -51)
(-714, 868)
(-72, -886)
(548, 202)
(301, 428)
(258, -677)
(743, 563)
(-595, 916)
(188, 35)
(-766, 46)
(-694, 229)
(-522, -598)
(431, 822)
(-658, -226)
(-488, 144)
(-306, -868)
(-597, -34)
(-777, -201)
(715, -220)
(-952, -214)
(-555, 247)
(330, 10)
(-466, 1)
(545, 994)
(400, 906)
(-937, -516)
(107, -184)
(-320, -628)
(-53, 969)
(-815, 214)
(-255, 896)
(122, -617)
(-163, -428)
(-313, -574)
(-832, -678)
(-606, 237)
(93, -138)
(-886, 128)
(171, 837)
(742, 791)
(466, 130)
(173, -430)
(172, -702)
(-602, 739)
(255, -564)
(213, 542)
(881, -363)
(459, 22)
(-521, 561)
(-26, 117)
(138, 695)
(550, 601)
(116, -870)
(806, -502)
(-122, -577)
(-657, -642)
(-964, -149)
(-682, -856)
(-237, 989)
(31, 598)
(518, -974)
(413, -235)
(-321, 203)
(-67, 485)
(-915, 128)
(926, -958)
(-117, 475)
(-416, 954)
(197, 909)
(951, 623)
(-486, -20)
(-943, -811)
(516, 29)
(-851, -25)
(-352, -482)
(500, -73)
(622, -72)
